,Head Office,TREASURY NAME,TREASURY CODE,DDO NAME
4945,Nalbari,Nalbari,NLB/SE/067,H.M. UTTAR NALBARI VIDYAPEETH H.S.
4946,Silchar,New-Silchar,NSL/IRR/001,"ADDL. CHIEF ENGINEER ZONE- V ,SILCHAR"
4947,Mangaldai,Darrang,DAR/SE/054,"H.M., PAKADOLI H.S."
4948,Marigaon,Marigaon,MRG/SE/027,"HM MOIRABARI GIRL'S SECONDARY SCHOOL,P.O.-MOIRABARI"
4949,Mangaldai,Darrang,DAR/SE/055,"H.M., PACHIM LOKRAI H.S."
4950,North Lakhimpur,Lakhimpur,LKM/SYW/002,O/C 72-ASSAM GIRLS N.C.C. LAKHIMPUR
4951,Sivasagar,Sivasagar,SVS/SER/003,MANAGER GOVT. ERI SEED GRAINAGE DEMOW
4952,Mangaldai,Darrang,DAR/CA/001,"O I/C CULTURAL CENTRE, SIPAJHAR"
4953,Barpeta,Barpeta,BRT/SE/223,"HEAD MASTER,B.K.A.F. HIGH SCHOOL"
4954,North Lakhimpur,Lakhimpur,LKM/SE/065,HEAD MASTER AMTOLA HIGH SCHOOL
4955,Nalbari,Belsar,BEL/SE/057,"HEADMASTER DWARIKA NATH LAKSHMIPRIYA H.S, P.O-JAGARA"
4956,Sivasagar,Sivasagar,SVS/SE/079,HM MAJNARA GIRLS HS
4957,Nagaon,Nagaon,NAG/HE/020,"PRINCIPAL, BARAPUJIA   H  S   SCHOOL"
4958,Guwahati,Rangia,RAN/SE/027,H.M PUBPAR MILAN BALIKA VIDYAPITH HIGH SCHOOL P.OBARUAJANI
4959,Guwahati,Rangia,RAN/HE/055,H.M. LALIT DEKA GIRLS HIGH SCHOOL
4960,Guwahati,Dispur,DIS/FCS/002,DIST. CONSUMERS FORUM
4961,Guwahati,Dispur,DIS/SYW/002,"O-IN-C, 47 N.C.C. SQN"
4962,Mangaldai,Udalguri,UDG/SE/039,PANERI H.S.  SCHOOL
4963,Goalpara,Goalpara,GLP/SE/039,H.M. KARIPARA HIGH SCHOOL
4964,Barpeta,Barpeta,BRT/SE/031,"H.M. J.R.P. GIRLS' H.S., BARPETA"
4965,Nagaon,Nagaon,NAG/HE/079,"H/M, MAJ  JAJARI  B  P  C   H/S"
4966,Sivasagar,Sonari,SNR/SE/005,PRIN. BORHAT H S SCHOOL
4967,Goalpara,Goalpara,GLP/HS/002,"INSPECTOR OF DRUGS, GOALPARA"
4968,Sivasagar,Sivasagar,SVS/SE/068,HM KALOOGOAN  HIGH SCHOOL
4969,Sivasagar,Sonari,SNR/SE/055,H.M. KACHUMARI H.S.
4970,Nagaon,Kaliabor,KLB/SE/023,"HM AMLOKHI HIGH SCHOOL,P.O.-AMONI"
4971,Garmur,Garamur,GAR/SE/070,"HEADMASTER,SANKAR MADHAB GIRLS HIGH SCHOOL"
4972,Nalbari,Nalbari,NLB/SE/021,H.M. NALBARI GIRLS' H.S.
4973,Marigaon,Marigaon,MRG/HE/066,HEAD MASTER SITAJAKHALA H S
4974,Mushalpur,Mushalpur,MSL/SE/038,H.M. NEHRU MILAN H.S.
4975,Barpeta,Barpeta,BRT/SE/227,HEAD MASTER TAPESWAR ARUNODAY HIGH SCHOOL
4976,Nalbari,Nalbari,NLB/IGR/003,"SUB-REGISTER, MUSHALPUR"
4977,Hailakandi,Hailakandi,HKD/SE/038,"HEAD MUDARRIS CHANDAPUR PRE- SR. MADRASSA, P.O.-CHANDRAPUR"
4978,Silchar,Cachar,CAC/SE/034,"HEAD MUDARRIS, ABDUL JALIL CHOUDHURY MEMORIAL PRE-SR. MADRASSA, P.O. - GONGAPUR"
4979,Hailakandi,Hailakandi,HKD/SE/048,"HEAD MUDARRIS T.B. PRE- SR. MADRASSA, P.O. -CHANDIPUR"
4980,Sivasagar,Sonari,SNR/PRI/001,"SUPERINTENDENT DISTRICT JAIL, SONARI"
4981,Jorhat,Titabar,TIT/SE/054,"HEADMASTER,BAPUJI HIGH SCHOOL"
4982,Tezpur,Sonitpur,SON/SE/054,H.M./SECY. GHAGRA NEHERU HIGH SCHOOL
4983,Amingaon,"Kamrup,Amingaon",AKM/SE/367,"HEAD MASTER,AMBIKAGIRI HIGH SCHOOL"
4984,Golaghat,Bokakhat,BKK/SE/005,H.M. BPKAKHAT TOWN HIGH SCHOOL
4985,Nalbari,Belsar,BEL/SE/067,"PRINCIPAL KAMPITH JUNIOR COLLEGE , KAITHALKUCHI"
4986,Goalpara,Goalpara,GLP/SE/010,H.M. BASBARI HIGH SCHOOL
4987,Barpeta,Pathsala,PSL/SE/112,"HEAD MASTER,NOWKUCH HIGH SCHOOL"
4988,Dhemaji,Dhemaji,DMJ/SE/113,HM SITARAM TAYE TOWN H.S.P.O- SILAPATHAR
4989,Jorhat,Jorhat,JOR/AHV/003,P.O.I.E&P.PROD.BAGHCHUNG
4990,Dibrugarh,Dibrugarh,DIB/HE/023,H.M. GAZPURIA HIGH SCHOOL
4991,Mangaldai,Darrang,DAR/LM/002,"INSPECTOR,LEGAL METROLOGY,DARRANG,MLD"
4992,Golaghat,Golaghat,GT/SE/043,H.M. KAPAHUATING H.S.
4993,Barpeta,Barpeta,BRT/SE/149,"HEAD MASTER, KHARISALA GIRLS' HIGH SCHOOL, P.O.-GHUGUBARI"
4994,Hailakandi,Hailakandi,HKD/SE/028,"HEAD MUDARRIS SHAH MIRAR PING PRE- SR. MADRASSA,P.O. - PANCHGRAN"
4995,Bongaigaon,Abhayapuri,ABH/SE/024,H.M. DEOHATI VIDYAPITH HIGH SCHOOL
4996,Sivasagar,Sivasagar,SVS/SWD/006,C.D.P.O. AMGURI
4997,Nagaon,Kaliabor,KLB/SE/007,H.M. ADARSHA HIGH SCHOOL
4998,Dhemaji,Jonai,JON/SE/014,"HM KARPUMPULI H.S.,P.O.- JONEKERENG"
4999,Guwahati,Dispur,DIS/EE/012,"HEAD MASTER, KHETRI M.E.SCHOOL"
5000,Golaghat,Golaghat,GT/SE/037,H.M. GANDHI VIDYAPEETH
5001,Kokrajarh,Kokrajhar,KKJ/IRR/004,EX. ENGINNER MECHANICAL DIVN. KOKRAJHAR
5002,Silchar,Cachar,CAC/HE/028,PRIN. D.B.T.R.PHUKAN H.S.SCHOOL
5003,Karimganj,R. K. Nagar,RKN/AHV/001,SUB-DIV. A H & VETY DEPT. RAMKRISHNANAGAR
5004,Dhemaji,Dhemaji,DMJ/SE/018,HEAD MASTER CHOULDHOWA HIGH SCHOOL.
5005,Bongaigaon,Bongaigaon,BNG/SE/066,"H.M. SANTIDHAM KALIBARI HIGH SCHOOL.,P.O.-BONGAIGAON"
5006,Bongaigaon,Bongaigaon,BNG/IND/003,"MANAGER, INDUSTRIAL ESTATE, BONGAIGAON"
5007,Golaghat,Golaghat,GT/SE/024,H.M. BURALIKSON H.S.
5008,Goalpara,Goalpara,GLP/SE/081,"H.M Dwarka Gojapara High School,P.O-Dwarka"
5009,Dhemaji,Dhemaji,DMJ/SE/140,"HEAD MASTER,SANTIPUR TRIBAL HIGH SCHOOL"
5010,Nagaon,Nagaon,NAG/HE/115,"H/M, SINGIA  B  DEV   H  SCHOOL"
5011,Silchar,Lakhipur,LKH/SE/041,"HEAD MUDARRIS, NEAIRGRAM PRE- SR. MADRASSA, P.O. -NEAIRGRAM PT. 2"
5012,Karimganj,Karimganj,KAR/JUD/003,"MEMBER MOTOR ACC.CLAIMS TRIBUNAL, KARIMGANJ"
5013,Marigaon,Marigaon,MRG/SE/012,"HM SIKSHA PRADIP SECONDARY SCHOOL,P.O-KHOLAGAON"
5014,Hailakandi,Hailakandi,HKD/PRD/001,"B.D.O., SOUTH HAILAKANDI"
5015,Mangaldai,Darrang,DAR/SE/186,"HEAD MUDARRIS NABAJYOTI PRE SR. MADRASSA,P.O.-DHALPUR"
5016,Tinsukia,Tinsukia,TSK/HE/032,H.M. HAHKHATI HIGH SCHOL
5017,Guwahati,New-Guwahati,NGT/LS/001,SUBDIVISIONAL LIBRARY PRAGJYOTISHPUR
5018,Barpeta,Barpeta,BRT/SE/144,"HEAD MASTER, CHAKIR BHITHA HIGH SCHOOL, P.O. -KHABLARBHITHA"
5019,Karimganj,Karimganj,KAR/JUD/007,CHAIRMAN DIST. LEGAL SERVICE AUTHORITY
5020,Karimganj,R. K. Nagar,RKN/IGR/001,"SUB-REGISTRAR, RAMKRISHANAGAR"
5021,Kokrajarh,Kokrajhar,KKJ/SE/034,"H.M. BASHBARI HIGH SCHOOL, PARBAT JHORA SUB DIVISION"
5022,Goalpara,Goalpara,GLP/SE/112,"SUPDT UDMARI GIRLS SR. MADRASSA,P.O.-JALESWAR"
5023,Diphu,Diphu,DPU/PWR/008,"EX. ENG. PWD ( R ) MECHANICAL  DIV, DIPHU,KA"
5024,Dhubri,Bilasipara,BIL/SE/056,"HEAD MASTER,BARKANDA GIRLS HIGH SCHOOL"
5025,Mushalpur,Mushalpur,MSL/EE/009,"DEPUTY INSPECTOR OF SCHOOL,TAMULPUR"
5026,Nagaon,Kaliabor,KLB/SE/031,"HEAD MUDARRIS BORGULI PRE- SR. MADRASSA, P.O.-SHAPMARI"
5027,Diphu,Diphu,DPU/HS/001,"JT. DIR. HEALTH SERVICE, DIPHU"
5028,Jorhat,Titabar,TIT/SE/049,"HEADMASTER, BALIJAN HIGH SCHOOL"
5029,Jorhat,Jorhat,JOR/TAX/004,SUPDT.OF RECOVERYSALES TAX
5030,Diphu,Diphu,DPU/SE/95,"H/M HONGKRAM HIGH SCHOOL,K/A"
5031,Bongaigaon,Bongaigaon,BNG/LRS/005,"CIRCLE OFFICER,DANGTAL"
5032,Haflong,Haflong,HFL/SWD/007,"DEPUTY  DIRECTOR, SOCIAL  WELFARE, N.C.HILLS, HAFLONG"
5033,Kokrajarh,Kokrajhar,KKJ/HT/009,"JOINT DIRECTOR,HANDLOOM AND TEXTILE, KOKRAJHAR"
5034,Kokrajarh,Gossaigaon,GOS/SE/007,H.M. JARAGURI HIGH SCHOOL
5035,Goalpara,Goalpara,GLP/AGR/001,"JT. DIRECTOR AGRICULTURE , GOALPARA"
5036,Kokrajarh,Kokrajhar,KKJ/PWR/003,"Executive Engineer, PWD (R&B) Division, Masalpur"
5037,Kokrajarh,Kokrajhar,KKJ/HT/005,"SUPDT. OF HANDLOOM & TEXTILE, TAMULPUR"
5038,Mangaldai,Udalguri,UDG/SE/035,"PRINCIPAL ,DALONG GHAT HIGHER SECONDARY SCHOOL"
5039,Sivasagar,Nazira,NZR/SE/006,PRIN. CHAKIMUKH H S SCHOOL
5040,Jorhat,Jorhat,JOR/EE/005,BEEO CENTRAL BLOCK
5041,Jorhat,Jorhat,JOR/HE/005,"PL.C.K.B.COLLEGE,JORHAT"
5042,Jorhat,Jorhat,JOR/EE/002,DY INSPECTOR OF SCHOOLS
5043,Jorhat,Jorhat,JOR/PDD/015,"C.E.O ZILA PARISHAD,JORHAT"
5044,Sivasagar,Sivasagar,SVS/EE/004,"BLOCK ELE. EDN. OFFICER, AMGURI"
5045,Nalbari,Nalbari,NLB/PWR/002,"E.E. PWD R & B MECHANICAL DIVISION , NALBARI"
5046,Hailakandi,Hailakandi,HKD/JUD/007,"MEMBER MOTOR ACC. CLAIMS TRIBUNAL, HAILAKANDI"
5047,Jorhat,Jorhat,JOR/AHV/002,"JT. DIR. A.H. & VETY, JORHAT"
5048,Guwahati,New-Guwahati,NGT/PWR/003,EX.ENGINEER PWD CITY DIVISION - II  ROAD
5049,Marigaon,Marigaon,MRG/SE/015,"HM BOWALGURI  SECONDARY SCHOOL,P.O-BOWALGURI"
5050,Karimganj,R. K. Nagar,RKN/PRD/001,B.D.O. RAMKRISHNANAGAR
5051,North Lakhimpur,Lakhimpur,LKM/SE/060,HEAD MASTER MADHAYA TELAHI HIGH SCHOOL
5052,Golaghat,Golaghat,GT/SE/051,H.M. PHONIDHAR BORDOLOI H.S.
5053,North Lakhimpur,Bihpuria,BIH/SE/008,PRINCIPAL HARMOTTY HIGHER SECONDARY SCHOOL
5054,Guwahati,Dispur,DIS/SAD/001,"DEPUTY SECRETARY SAD, DISPUR"
5055,Jorhat,Jorhat,JOR/PWD/007,EE PWD(RD) JRT.NEC.DIVN.
5056,Goalpara,Goalpara,GLP/PDD/001,"DEPUTY COMMISSIONER , GOALPARA (A.D.C.)DEVELOPMENT"
5057,Dhubri,Dhubri,DBR/SE/182,"HEAD MUDARRIS PALASH KANDI PRE - SR. MADRASSA , P.O-KAMANDANGI"
5058,Tinsukia,Tinsukia,TSK/PWB/001,EX. ENGR.PWD (R&B) MECHANICAL DIV. TINSUKIA
5059,Guwahati,New-Guwahati,NGT/PWR/006,"S.E, PW(B&NH)D, GUWAHATI MECHANICAL CIRCLE, GHY-1"
5060,Golaghat,Sarupathar,SRP/LS/001,"SUB-DIVNL. LIBRARIAN, DHANSIRI"
5061,North Lakhimpur,Lakhimpur,LKM/SE/071,HEAD MASTER JENGRAI SINGI MARI HIGH SCHOOL
5062,Jorhat,Jorhat,JOR/HE/080,"H.M. KAKOJAN GIRLS H,S."
5063,Guwahati,Dispur,DIS/POL/001,INSPECTOR GENERAL OF POLICE ( SPSB)
5064,Goalpara,Goalpara,GLP/IRR/003,"EX. ENGINEER IRRIGATION, DUDHNOI, INVESTIGATION"
5065,Dhemaji,Dhemaji,DMJ/POL/001,"SUPERINTENDENT OF POLICE,  DHEMAJI,"
5066,Biswanath Chariali,Biswanath Chariali BIS/HE/001,,"PRINCIPAL D.I.E.T., B. CHARIALI"
5067,Guwahati,New-Guwahati,NGT/FC/006,EX.ENG.GUWAHATI MECH.DIVISION F.C.
5068,Silchar,New-Silchar,NSL/SE/035,SUPDT. BAM SENIOR MADRASSA
5069,Guwahati,New-Guwahati,NGT/HE/008,NEW GUWAHATI ADARSH HIGH SCHOOL
5070,Tezpur,Sonitpur,SON/SE/048,H.M.BINDUKURI HIGH SCHOOL
5071,North Lakhimpur,Dhakuwakhana,DKK/SE/044,H.M. MOHI CHANDRA MIRI HIGH SCHOOL
5072,Dhubri,Dhubri,DBR/PRD/006,"B.D.O.,  SOUTH SALMARA"
5073,Dhemaji,Jonai,JON/AAT/001,"TREASURY OFFICER, JONAI SUB-TREASURY"
5074,Tinsukia,Chapakhuwa,CPK/FIS/001,"SUB-DIV. FISHERY DEV. OFFICER, SADIYA"
5075,North Lakhimpur,Lakhimpur,LKM/SWD/001,"DISTRICT SOCIAL WELFARE OFFICER,LAKHIMPUR"
5076,Karimganj,Karimganj,KAR/EE/006,"BEEO, PATHERKANDI"
5077,Karimganj,Badarpur,BDP/SE/007,"H.M. RAMLOCHAN HIGH SCHOOL, MAHAKHAL"
5078,Guwahati,Dispur,DIS/AHV/008,"CHIEF CHEMIST, REGIONAL FEED TESTING LABORATORY"
5079,Guwahati,Rangia,RAN/HE/001,H.M. ARJUN DEV HIGH SCHOOL
5080,Guwahati,Kamrup Metro,KAM/POL/005,"COMMISSIONER OF POLICE  GUWAHATI,ASSAM"
5081,Guwahati,Dispur,DIS/LRA/001,DIR. LAND REQUISITION  & ACQUISITION REFORMS
5082,Guwahati,Rangia,RAN/HE/066,H.M. PUTHIMARI HIGH SCHOOL
5083,Guwahati,Dispur,DIS/LED/002,CHIEF INSPECTOR OF BOILER
5084,Guwahati,Dispur,DIS/ELE/001,DY. SECY. ELECTION DEPTT.
5085,Garmur,Garamur,GAR/EE/001,"DY INSPECTOR OF SCHOOLS, KAMALABARI"
5086,Nagaon,Kaliabor,KLB/EE/002,"BEEO, LAOKHUWA"
5087,Dibrugarh,Naharkatia,NHK/AGR/001,"SUB-DIV. AGRI. OFFICER, JOYPUR"
5088,Sivasagar,Nazira,NZR/SE/016,H.M. LIGIRIPUKHURI HIGH SCHOOL
5089,Sivasagar,Nazira,NZR/SE/017,H.M. JOYMATI GIRLS HIGH SCHOOL
5090,Sivasagar,Nazira,NZR/SE/022,H.M. NO-MATI HIGH SCHOOL
5091,Silchar,Cachar,CAC/FIS/001,"DIST.FISHERY DEV. OFFICER, SILCHAR"
5092,Guwahati,Dispur,DIS/EE/023,"HEAD MASTER, TAMAULIKUCHI M.E. SCHOOL, DIMORIA"
5093,Tezpur,Sonitpur,SON/HE/001,PRINCIPAL DARRANG COLLEGE TEZPUR
5094,Guwahati,Dispur,DIS/TAX/010,DEPUTY COMMISSIONER OF TAXES ZONE-A
5095,Guwahati,New-Guwahati,NGT/EE/001,"DEPUTY INSPECTOR OF SCHOOL ,GUWAHATI"
5096,Tinsukia,Tinsukia,TSK/HS/001,"JT. DIR. OF HEALTH SERVICE, TINSUKIA"
5097,North Lakhimpur,Lakhimpur,LKM/SE/125,"HEAD MASTER, ADIBASI JANUBASTI HIGH SCHOOL, P.O-ACHERKATA BALIJAN"
5098,Guwahati,Rangia,RAN/LRS/003,"CIRCLE OFFICER,RANGIA"
5099,Guwahati,New-Guwahati,NGT/IND/004,"GENERAL MANEGER, DIST. INDUSTRIES CENTRE"
5100,Haflong,Haflong,HFL/ELE/001,"ELECTION OFFICER, HALFLONG"
5101,Jorhat,Jorhat,JOR/IRR/005,ADDL CHIEF ENG.ZONEIII
5102,Tezpur,Sonitpur,SON/LM/002,"ASSTT. CONTROLLER OF LEGAL METROLOGY,TEZPUR"
5103,Nalbari,Nalbari,NLB/HG/001,"COMD. DIST. HOME GUARD, NALBARI"
5104,Guwahati,Kamrup Metro,KAM/SE/281,HM. PANDU ADARSHA HIGH SCHOOL
5105,Mangaldai,Darrang,DAR/PRD/008,B.D.O. DALGAON SIALMARI DEVELOPMENT BLOCK
5106,Nagaon,Nagaon,NAG/IMD/003,"MEMBER, FOREIGNER'S TRIBUNAL,  NAGAON 3rd"
5107,Tezpur,Sonitpur,SON/SE/046,SUPTD.PANCHMILE H.E.MEDRASSA SONITPUR
5108,Sivasagar,Sivasagar,SVS/HE/005,PRINCIPAL JHANJI HEMNATH SARMA COLLEGE
5109,Nalbari,Nalbari,NLB/SE/111,PRINCIPAL PASCHIM NALBARI JR. COLLEGE P.O-PACHIMNALBARI
5110,Jorhat,Jorhat,JOR/HE/037,H.M BAHONA BOYS H.S
5111,Tezpur,Gohpur,GAH/SE/042,"HEAD MASTER, CHARAIBARI ADARSHA TRIBAL HIGH SCHOOL"
5112,Tezpur,Sonitpur,SON/HS/003,"JOINT DIRECTOR HEALTH SERVICE, SONIT PUR, TEZPUR"
5113,Nagaon,Nagaon,NAG/SWD/009,"C. D. P. O., KHAGARIJAN"
5114,Hatsingimari,Hat Singimari,HAT/SE/166,"H.M NAMARGAON HIGH SCHOOL, P.O-RADHAMADHAB HAT"
5115,Sivasagar,Sonari,SNR/PWR/001,"EX. ENGR. RURAL ROAD DIV, CHARAIDEO"
5116,North Lakhimpur,Dhakuwakhana,DKK/SE/050,H.M. CHAKULI  HIGH SCHOOL
5117,Garmur,Garamur,GAR/HS/001,"SUB-DIV.HEALTH & MEDICAL OFFICER, KAMALBARI"
5118,Golaghat,Dergaon,DER/SE/043,"HEAD MASTER,  GULUNG PATHORI HIGH SCHOOL PO-DUSUTIMUKH"
5119,Guwahati,Dispur,DIS/PHE/001,"CHIEF ENGG. PHE, HENGRABARI"
5120,Dibrugarh,Dibrugarh,DIB/SWD/004,"PROBATION OFFICER, DIBRUGARH"
5121,Guwahati,Kamrup Metro,KAM/PRD/002,"CHIEF EX. OFFICER, KAMRUP (METROPOLITAN) ZILA PARISAD"
5122,Amingaon,"Kamrup,Amingaon",AKM/EE/007,B.E.E.O.RAMPUR
5123,Golaghat,Bokakhat,BKK/SE/004,H.M. BOKAKHAT HINDI HIGH SCHOOL
5124,Nalbari,Belsar,BEL/EE/003,"B.E.E.O., PUB NALBARI"
5125,Bongaigaon,Abhayapuri,ABH/LRS/006,"CIRCLE OFFICER,SRIJANGRAM"
5126,Dhubri,Dhubri,DBR/SE/198,"HEAD MUDARRIS BALAJAN PRE- SF. MADRASSA , P.O. -BALAJAN"
5127,Guwahati,Kamrup Metro,KAM/POL/001,"D.G.P.(AI.G.P.),GUWAHATI."
5128,Mangaldai,Darrang,DAR/PDD/004,"B.D.O., BECHIMARI DEV. BLOCK, BECHIMARI"
5129,Barpeta,Barpeta,BRT/EE/006,"B.E.E.O., CHENGHA"
5130,Mangaldai,Darrang,DAR/EE/002,"DY. INSPECTOR OF SCHOOLS , DARRANG, MANGALDAI"
5131,Amingaon,"Kamrup,Amingaon",AKM/EE/005,B.E.E.O.CHAMARIA
5132,Amingaon,"Kamrup,Amingaon",AKM/SWP/013,CDPO CHAYGAON INT.CHD.D.S. PRJECT
5133,Guwahati,Dispur,DIS/PSC/001,"SECRETARY, ASSAM PUBLIC SERVICE COMMISSION."
5134,Silchar,Cachar,CAC/HE/080,"SUPDT. FULBARI SR. MADRASSA, FULBARI"
5135,Nalbari,Nalbari,NLB/JUD/003,"DISTRICT SESSION JUDGE CUM LEGAL SERVICE AUTHORITY ,NALBARI"
5136,Guwahati,Rangia,RAN/SE/021,"SUPDT. MORANJANA ANCHALIK HIGH MADRASSA, P.O.-MORANJANA (RANGIA)"
5137,Golaghat,Dergaon,DER/EE/001,"DY. INSPECTOR OF SCHOOL, GOLAGHAT"
5138,Guwahati,Kamrup Metro,KAM/HS/003,SECY.FOR PRINCIPAL GHY. MEDL.COLLAGE.
5139,Silchar,Lakhipur,LKH/EE/005,"BEEO,LAKHIPUR"
5140,Garmur,Garamur,GAR/FIS/001,"SUB-DIV. FISHERY OFFICER, KAMALABARI"
5141,Golaghat,Dergaon,DER/SE/023,H.M. NEGHERITING HIGH SCHOOL
5142,Nagaon,Hojai,HOJ/EE/002,"DY INSPECTOR OF SCHOOLS, HOJAI"
5143,Biswanath Chariali,Biswanath Chariali BIS/SER/001,,"SUPDT. OF SERICULTURE, B. CHARIALI"
5144,Nagaon,Nagaon,NAG/HE/151,"PRINCIPAL,  KHAGARIJAN   COLLEGE"
5145,Karimganj,Karimganj,KAR/GAD/001,"DEPUTY COMMISSIONER, KARIMGANJ"
5146,Tezpur,Sonitpur,SON/SE/137,"HEADMASTER,LUTHERAN HIGH SCHOOL"
5147,Guwahati,Dispur,DIS/AUD/002,ASTT. DIRECTOR OF AUDIT (L.F)
5148,Dhubri,Dhubri,DBR/HOR/001,"DIST. AGRICULTURAL OFFICER, (HORTICULTURE)DHUBRI"
5149,Nagaon,Kaliabor,KLB/EE/001,"BEEO, KALIABOR"
5150,Dhemaji,Dhemaji,DMJ/HS/001,"JOINT DIRECTOR HEALTH SERVICE,DHEMAJI"
5151,Barpeta,Barpeta,BRT/PRD/008,"B.D.O., GOMAFULBARI"
5152,Nagaon,Nagaon,NAG/HE/002,H/M  KASHARI HIGH SCHOOL
5153,Silchar,Cachar,CAC/PDD/001,ADDL. DEPUTY COMMISSIONER (DEV) CACHAR
5154,Hatsingimari,Hat Singimari,HAT/POL/002,"SUPDT. POLICE ( FOR 26THAP(IR)BN,CHAMRASALI,MANKACHAR)"
5155,Sivasagar,Sivasagar,SVS/POL/001,"SUPDT. OF POLICE, SIVASAGAR"
5156,Guwahati,Dispur,DIS/SE/046,"H.M CHAMATA HS., P.O-DISPUR"
5157,Nagaon,Nagaon,NAG/AHV/006,"PROJECT  OFFICER, A  H  PROGRAMME,NAGAON"
5158,Guwahati,Dispur,DIS/TRA/001,COMMISSIONER OF TRANSPORT
5159,Goalpara,Goalpara,GLP/EE/005,"B.E.E.O. , MATIA"
5160,Jorhat,Jorhat,JOR/HE/073,H.M.JOYMOTI GIRLS H.S.EE
5161,Sivasagar,Sivasagar,SVS/AHV/002,S.D.O. VETY. SIVASAGAR
5162,North Lakhimpur,Lakhimpur,LKM/AGR/004,SPL.OFFICER & SECY.CUM MANAGER BOGINADI
5163,Bongaigaon,Abhayapuri,ABH/PWR/002,EX. ENGR. PWD CONSTRUCTION DIV.NH.ABHAYAPURI
5164,Amingaon,"Kamrup,Amingaon",AKM/SE/293,SECY.CHEPTI UMA NATH SANSKRIT DDL.
5165,Kokrajarh,Gossaigaon,GOS/GAD/001,"SUB-DIVISIONAL OFFICE , (C ) GOSSAIGAON, ASOM"
5166,North Lakhimpur,Dhakuwakhana,DKK/EE/006,"B.E.E.O, DHAKUAKHANA (ME/MV)"
5167,North Lakhimpur,Dhakuwakhana,DKK/SE/013,PRINCIPAL PACHIM DHAKUAKHANA H.S. SCHOOL
5168,Tinsukia,Tinsukia,TSK/IRR/001,"EX. ENGR. IRRIGATION, TINSUKIA DIV."
5169,Jorhat,Jorhat,JOR/HE/079,IC PRINCIPAL KAKOJAN BOYS H.S. SCHOOL
5170,Guwahati,Rangia,RAN/HE/067,PRIN. PUTHIMARI H.S. SCHOOL
5171,Bongaigaon,Bongaigaon,BNG/JUD/008,"DISTRICT & SESSION JUDGE,CHIRANG,KAJALGAON"
5172,Dibrugarh,Dibrugarh,DIB/AHV/001,"DIST. AH & VETY. OFFICER, DIBRUGARH"
5173,Dhubri,Bilasipara,BIL/AAT/001,"TREASURYOFFICER,BILASIPARASUB-TREASURY"
5174,Tinsukia,Chapakhuwa,CPK/SER/001,"SUPDT. OF SERICULTURE, SADIYA"
5175,Barpeta,Pathsala,PSL/SE/101,"HEAD MUDARRIS AHMEDIA PRE- SR. MADRASSA, P.O-KURUBABA"
5176,Sivasagar,Nazira,NZR/CA/001,"O/I, CULTURAL CENTRE, SIMALUGURI"
5177,Mangaldai,Darrang,DAR/IND/001,"GENERAL MANAGER D.I. & C.C. , MANGALDAI, DARRANG"
5178,Garmur,Garamur,GAR/HE/007,PITAMBARDEV JUNIOR COLLEGE
5179,Golaghat,Bokakhat,BKK/SE/006,H.M. BOKAKHAT GIRLS HIGH SCHOOL
5180,North Lakhimpur,Bihpuria,BIH/SE/154,"HEAD MASTER,THAKURDOLONI KAMALPUR HIGH SCHOOL"
5181,Dhubri,Dhubri,DBR/SE/063,H.M. R.K. BASU BANGLA VIDYAPITH HIGH SCHOOL
5182,Tinsukia,Chapakhuwa,CPK/ES/001,"SUB-DIV. STATISTICAL OFFICER, SADIYA"
5183,Biswanath Chariali,Biswanath Chariali BIS/SE/035,,"HEADMASTER,BURAH MADHAB HIGH SCHOOL"
5184,Tezpur,Gohpur,GAH/HE/003,PRINCIPAL ANANDA CHANDRA AGARWALA JR. COLLEGE
5185,Jorhat,Jorhat,JOR/AGR/003,"EX. ENGG. AGRICULTURE, JORHAT"
5186,Guwahati,Rangia,RAN/HE/004,H.M. BIRDUTTA HIGH SCHOOL
5187,Tezpur,Sonitpur,SON/SE/076,"HM PUB CHATIA HIGH SCHOOL, PO SOOTEA"
5188,Diphu,Diphu,DPU/POL/003,"COMMANDANT, 23RD. AP (IR) BATTALION, KARBI ANGLONG"
5189,Silchar,Lakhipur,LKH/SE/018,"HM EAST GOBINDAPUR HIGH SCHOOL,P.O.-EASTGOBINDAPUR"
5190,Silchar,New-Silchar,NSL/SWD/001,"DISTRICT SOCIAL WELFARE OFFICER, SILCHAR"
5191,Nalbari,Nalbari,NLB/FCS/001,"DY. DIR. FOOD & CIVIL SUPPLY ,NALBARI"
5192,Amingaon,"Kamrup,Amingaon",AKM/HS/006,"JT. DIRECTOR OF HEALTH SERVICE, GHY."
5193,Bongaigaon,Bongaigaon,BNG/AGR/003,"ASTT. EX. ENGG., AGRI ENGGINEERING, BONGG"
5194,Amingaon,"Kamrup,Amingaon",AKM/EE/004,B.E.E.O.CHAYGAON
5195,Mangaldai,Darrang,DAR/TAX/002,"SUPDT. OF TAX , TANGLA"
5196,Jorhat,Jorhat,JOR/HS/002,MEDICAL OFFICER ESI DISPENCERY JORHAT
5197,Jorhat,Jorhat,JOR/TE/002,PL.H.R.H.POWIET JORHAT
5198,Dibrugarh,Dibrugarh,DIB/IRR/001,"EX. ENG. IRRIGATION MECHANICAL, DIBRUGARH"
