,Head Office,TREASURY NAME,TREASURY CODE,DDO NAME
4688,Mushalpur,Mushalpur,MSL/GAD/003,"DEPUTY COMMISSIONER ,BASKA"
4689,Jorhat,Titabar,TIT/SE/006,PRIN. GORAJAN H S SCHOOL
4690,Amingaon,"Kamrup,Amingaon",AKM/SE/274,HM.TARABARI ANC. HIGH SCHOOL
4691,Bongaigaon,Bongaigaon,BNG/ECT/001,"PRIN. ITI, BONGAIGAON"
4692,Barpeta,Barpeta,BRT/FIS/002,"DISTRICT FISHERY DEV. OFFICER, BARPETA"
4693,Tinsukia,Tinsukia,TSK/HE/010,PRIN. G.B. CHOWKHANI H S SCHOOL
4694,Silchar,New-Silchar,NSL/SE/030,H.M. SONAI JUBATI SINGHA MANIPURI HIGH SCHOOL
4695,Guwahati,Dispur,DIS/PRD/001,DIRECTOR OF PANCHAYAT & RURAL DEVELOPMENT
4696,Guwahati,Kamrup Metro,KAM/SE/145,"HM.AMBARI HIGH SCHOOL , GHY-25."
4697,Garmur,Garamur,GAR/SE/032,IC PRINCIPAL SONOWAL KACHARI HS  SCHOOL
4698,Barpeta,Barpeta,BRT/PDD/002,"ADDL. DEPUTY COMMISSIONER (DEV.) , BARPETA"
4699,Barpeta,Barpeta,BRT/SE/168,"HEAD MASTER, G.O.C. JANATA HIGH SCHOOL, P.O.-GOMAFULBARI"
4700,Silchar,New-Silchar,NSL/SE/015,H.M. GOBINDANAGAR SHIVBARI HIGH SCHOOL
4701,Tinsukia,Tinsukia,TSK/FIS/001,"DIST.FISHERY DEV. OFFICER, TINSUKIA"
4702,Marigaon,Marigaon,MRG/SE/032,"HM KANPAI BORDOLOI HIGH SCHOOL,P.O.-SILPKHURI"
4703,Hatsingimari,Hat Singimari,HAT/SE/104,SUPERINTENDENT J.K. ARABIC COLLEGE
4704,Nagaon,Nagaon,NAG/SE/057,"HEAD MASTER,KALIADINGA HIGH SCHOOL,"
4705,Nalbari,Tihu,THU/SE/002,H.M. JANAKALYAN H.S.
4706,Guwahati,New-Guwahati,NGT/PWR/008,SUPDT.ENGINEER PWD A.R.I.S.P.
4707,Nagaon,Nagaon,NAG/SE/028,"SUPDT. ALITANGANI SR. MADRASSA, P.O. - ALITANGANI"
4708,Tezpur,Sonitpur,SON/IGR/002,"SUB-REGISTER, (REGN)SOOTEA."
4709,Goalpara,Goalpara,GLP/SE/049,H.M. SIMILITOLA HIGH SCHOOL
4710,Dhemaji,Dhemaji,DMJ/SE/049,HEAD MASTER NILAKHI HIGH SCHOOL
4711,Dibrugarh,Dibrugarh,DIB/IRR/004,"SUPDT. ENG. IRRIGATION, DIBRUGARH"
4712,Amingaon,"Kamrup,Amingaon",AKM/SE/282,HM.NAGARBARA GIRLS HIGH SCHOOL
4713,Nalbari,Belsar,BEL/SE/047,PRINCIPAL MUGDI MILAN H.S.S.
4714,Dibrugarh,Dibrugarh,DIB/SWD/005,"CDPO, ICDS KHOWANG, DIBRUGARH"
4715,Sivasagar,Sivasagar,SVS/SE/073,HM NAMTI GIRLS HS
4716,Tezpur,Gohpur,GAH/SE/025,HEAD MASTER TETON PUKHURI HIGH SCHOOL
4717,Nalbari,Nalbari,NLB/SE/070,H.M. BARKURIHA BIDYAMANDIR HIGH SCHOOL
4718,Tezpur,Sonitpur,SON/PHE/004,ADDL.CHIEF ENG. P.H.E. TEZPUR
4719,Nagaon,Nagaon,NAG/SE/066,"HEAD MASTER,PUTHIMARI ANCHALIK HIGH SCHOOL,"
4720,Nalbari,Nalbari,NLB/TRA/001,"DISTRICT TRANSPORT OFFICER , NALBARI"
4721,Golaghat,Golaghat,GT/SWD/005,"CHILD DEV.PROJECT OFFICER ,MORANGI  BLOCK"
4722,Marigaon,Marigaon,MRG/SWD/001,"DIST.SOCIAL WELFARE OFFICER, MORIGAON"
4723,Nagaon,Hojai,HOJ/LED/002,"LABOUR OFFICER, HOJAI"
4724,Nagaon,Nagaon,NAG/HE/109,"H/M,ROWMARI    H  SCHOOL"
4725,Tinsukia,Tinsukia,TSK/SE/003,"HEAD MASTER, TEZIPATHER HIGH SCHOOL, PO- BORALI"
4726,Mangaldai,Udalguri,UDG/GAD/002,S.D.O. (CIVIL) BHERGAON
4727,Kokrajarh,Gossaigaon,GOS/EE/001,"DEPUTY INSPECTOR OF SCHOOL,GOSSAIGAON"
4728,Goalpara,Goalpara,GLP/JUD/003,"MUNSIFF NO-1, GOALPARA"
4729,Goalpara,Goalpara,GLP/SE/104,"H.M Nibari High School, P.O-Kukurkats"
4730,Barpeta,Pathsala,PSL/SE/029,"H.M. ADARSHA HIGH SCHOOL, DHARMTALA"
4731,Tinsukia,Chapakhuwa,CPK/SE/007,"HEAD MASTER, BORGORAH HIGH SCHOOL, PO-CHAPAKHOWA"
4732,Golaghat,Golaghat,GT/SE/042,H.M. KUSHAL KANWAR B.B.H.S.
4733,Amingaon,"Kamrup,Amingaon",AKM/SE/375,"HEAD MASTER,PADMAPUR SILOBARI HIGH SCHOOL"
4734,Bongaigaon,Abhayapuri,ABH/SE/027,H.M. GOLAPARA HIGH  SCHOOL
4735,Sivasagar,Sivasagar,SVS/SE/011,PRINCIPAL JHANJI H.SS
4736,Guwahati,Rangia,RAN/HE/052,H.M. KARARA H.S. SCHOOL
4737,Guwahati,Kamrup Metro,KAM/IMD/003,"MEMBER,FOREIGNERS TRIBUNAL NO.3"
4738,Guwahati,Kamrup Metro,KAM/EXI/001,"SUPDT.OF EXCISE, KAMRUP. GHY."
4739,Jorhat,Jorhat,JOR/HS/009,ZONAL LEPORSY JORHAT
4740,Tezpur,Sonitpur,SON/SE/131,"HEADMASTER,KALAGURU BISHNU RABHA VIDYAPITH"
4741,Biswanath Chariali,Biswanath Chariali BIS/HE/002,,"PRINCIPAL BEHALI COLLEGE (JR.), BORGANG"
4742,Tinsukia,Tinsukia,TSK/ELE/001,"ELECTION OFFICER, STINSUKIA"
4743,Nagaon,Hojai,HOJ/SE/021,"HEAD MUDARRIS CHANGMAJI PRE- SR. MADRASSA, P.O.-CHANMAJI"
4744,Kokrajarh,Kokrajhar,KKJ/TAX/002,"SUPDT. OF TAXES , (RECOVERY), KOKRAJHAR"
4745,Tezpur,Sonitpur,SON/IGR/001,"SUB-REGISTER,SONITPUR."
4746,Guwahati,Rangia,RAN/HE/062,H.M. PATIDARRANG BIDYAPITH HIGH SCHOOL
4747,Tezpur,Sonitpur,SON/SE/025,H.M.NORTH JAMUGURI GIRLS HIGH SCHOOL
4748,North Lakhimpur,Dhakuwakhana,DKK/IND/001,"SUPPTT. INDRUSTRIES COMMERCE, DHAKUAKHANA"
4749,Golaghat,Dergaon,DER/SE/014,H.M. KAKODONGA JYANODOYA HIGH SCHOOL
4750,Golaghat,Sarupathar,SRP/PWR/002,"ASTT.EX. ENGR. PWD RURAL ROAD DIV., SARUPATHAR"
4751,Dhubri,Bilasipara,BIL/SE/008,"H.M.,PIAZBARIHIGHSCHOOL"
4752,Hailakandi,Hailakandi,HKD/SE/005,"H.M. KALIBARI HIGH SCHOOL GHARMURA, HILAKANDI"
4753,Dhubri,Dhubri,DBR/SE/076,H.M. RATIADAHA HIGH SCHOOL
4754,Dibrugarh,Dibrugarh,DIB/HE/086,H.M. TENGAKHAT GIRLS HIGH SCHOOL
4755,Goalpara,Goalpara,GLP/SE/107,"H.M PanishaliHigh School, P.O-Panishali"
4756,Karimganj,R. K. Nagar,RKN/COP/001,"ASSTT. REGR OF CO-OP. SOCIETY, RAMKRISHNANAGAR"
4757,Nagaon,Hojai,HOJ/PRD/002,"BDO, DHALPUKHURI"
4758,Bongaigaon,Abhayapuri,ABH/PWR/001,EX. ENGR. PWD MECHANICAL DIV. ABHAYAPURI
4759,Guwahati,Rangia,RAN/SE/002,"H.M MAZGAON HIGH SCHOOL, P.O-PINGALSWAR"
4760,Bongaigaon,Abhayapuri,ABH/PRI/001,"SUPDT.OF DIST.JAIL, ABHAYAPURI"
4761,Barpeta,Barpeta,BRT/PRD/002,"B.D.O., SARUKHETRI"
4762,Bongaigaon,Bongaigaon,BNG/FOR/004,"DFO, SF DIVISION, BONGAIGAON"
4763,Karimganj,Badarpur,BDP/LRS/001,"CIRCLE OFFICER,BADARPUR"
4764,Guwahati,Rangia,RAN/SWD/002,"CDPO, RANGIA"
4765,Jorhat,Jorhat,JOR/HE/006,PL.D.C.B.GIRLS COLLEGE JORHAT
4766,North Lakhimpur,Lakhimpur,LKM/SE/111,HEAD MASTER N.L. RAILWAY HIGH SCHOOL
4767,Golaghat,Golaghat,GT/SE/047,H.M. NOGORA H.S.
4768,Nalbari,Belsar,BEL/SE/032,"H.M. MILAN H.S., LAKHOPUR"
4769,Dhubri,Bilasipara,BIL/SE/044,"HEAD MUDARRIS TUSHPARA PRE- SR. MADRASSA , P.O. -BARKANDA"
4770,Nagaon,Nagaon,NAG/LED/002,".INSPECTOR OF FACTORIES,NAGAON"
4771,Guwahati,Kamrup Metro,KAM/SE/162,HM. NORTH GUWAHATI GIRLS HIGH SCHOOL
4772,Dhemaji,Dhemaji,DMJ/HE/013,"Principal,Purbanchal college,Silapathar"
4773,North Lakhimpur,Dhakuwakhana,DKK/SE/010,H.M. DANGDHORA HIGH SCHOOL
4774,Haflong,Haflong,HFL/FOR/003,"D.F.O.  DIMA HASAO FOREST DIVISION (WEST), HAFLONG"
4775,Dhemaji,Dhemaji,DMJ/SE/130,"HEAD MASTER,DAKHIN GOGAMUKH HIGH SCHOOL"
4776,Jorhat,Jorhat,JOR/LED/005,SR.PL.I.T.I
4777,Silchar,Cachar,CAC/HE/017,PRIN RAJA G.C.MEMORIAL H.S. SCHOOL
4778,Nalbari,Belsar,BEL/SE/017,"H.M. ADARSHA BALIKA H.S.,PANIGAON"
4779,North Lakhimpur,Bihpuria,BIH/PRD/003,"BLOCK DEVELOPMENT OFFICER,KARUNABARI"
4780,Nagaon,Nagaon,NAG/HE/145,"PRINCIPAL,  D.  I.  E.  T.  , SAMAGURI"
4781,Marigaon,Marigaon,MRG/LED/002,"LABOUR INSPECTOR, MAYANG"
4782,Sivasagar,Sivasagar,SVS/SE/070,HM KHANAKHOKORA  HS
4783,Marigaon,Marigaon,MRG/HE/006,HEAD MASTER AUGURI H S
4784,Dibrugarh,Dibrugarh,DIB/SE/004,PRIN. KHOWANG H S SCHOOL
4785,Guwahati,Dispur,DIS/SE/053,"HEAD MASTER,SABITRI BHARALI HIGH SCHOOL"
4786,Bongaigaon,Bongaigaon,BNG/SE/063,"H.M. GURAKABARI H.S.,P.O.-GURAKABARI"
4787,Silchar,New-Silchar,NSL/SE/072,"HEAD MASTER,TARANI MOHAN DAS LASKAR ACADEMYIHIGH SCHOOL"
4788,Silchar,Cachar,CAC/SE/029,"SUPDT. PURBA SILCHAR SR. MADRASSA, P.O. - BETHUKANDI"
4789,Amingaon,"Kamrup,Amingaon",AKM/HE/029,PRIN NO.2 JAGOPARA L.B.S.A.H. SEC. SCHOOL
4790,Barpeta,Barpeta,BRT/SE/234,"HEAD MASTER,SRI SRI MANOHARDEV HIGH SCHOOL"
4791,Garmur,Garamur,GAR/JUD/001,"SUB-DIV. JUDICIAL MEGISTRATE, GARAMUR"
4792,Amingaon,"Kamrup,Amingaon",AKM/SE/308,H.M BRINDABATI  HIGH SCHOOL P.O-MANIARI TINIALI
4793,Biswanath Chariali,Biswanath Chariali BIS/JUD/001,,"MUNSIFF,BISWANATH CHARIALI"
4794,Guwahati,Rangia,RAN/HE/074,H.M. RANGIA HIGHER SECONDARY SCHOOL
4795,Silchar,Cachar,CAC/SE/010,"HM ARUNACHAL GIRLS HIGH SCHOOL ,P.O.-SILCHAR"
4796,Tezpur,Sonitpur,SON/IMD/003,"MEMBER FOREIGNERS TRIBUNAL 3RD, SONITPUR"
4797,Nagaon,Nagaon,NAG/SWD/012,"C. D. P. O., RAHA"
4798,Marigaon,Marigaon,MRG/SE/046,"HEAD MUDARRIS BALIJAN PRE SR. MADRASSA,P.O.-ROWMARI"
4799,Dibrugarh,Dibrugarh,DIB/FCS/003,"PRESIDING OFFICER, DIST FORUM, DIBRUGARH"
4800,North Lakhimpur,Lakhimpur,LKM/AAT/001,"TREASURY OFFICER, LAKHIMPUR TREASURY"
4801,Silchar,Lakhipur,LKH/HE/076,"H.M. BALARAM HIGH SCHOOL, ALIPUR"
4802,Guwahati,Dispur,DIS/SWD/009,"MANAGER , GOVT. BRAILLE PRESS, BASISTHA,GHY-29"
4803,Nagaon,Nagaon,NAG/HE/055,"H/M, JUMURMUR   MILAN  VIDYAPITH   H/S"
4804,Dhubri,Dhubri,DBR/SE/145,"H.M NILOKHIA HIGH SCHOOL, P.O-NILOKHIA"
4805,Diphu,Bokajan,BOK/ECT/001,"ASSTT. EMPLOYMENT OFFICER, BOKAJAN"
4806,Guwahati,Dispur,DIS/SE/015,"HEAD MASTER, MALAYBARI HIGH SCHOOL"
4807,nan,"Kamrup,Amingao",,"SUPDT. ALHAJ MD. ABED ALI SENIOR MADRASSA, P.O-"
4808,Amingaon,n,AKM/SE/347,KALATOLIBAZAR
4809,Nagaon,Hojai,HOJ/LS/001,"SUB-DIV. LIBRARIAN, SANKARDEVNAGR, HOJAI"
4810,Goalpara,Goalpara,GLP/TRA/001,"DISTRICT TRANSPORT OFFICER, GOALPARA"
4811,Sivasagar,Sonari,SNR/SE/024,H.M. DIGHALIPUKHURI HIGH SCHOOL
4812,Silchar,New-Silchar,NSL/SE/062,HM HATIKHAL HIGH SCHOOL
4813,Hatsingimari,Hat Singimari,HAT/EE/010,"DY. INSPECTOR OF SCHOOL, SOUTH SALMARA,HATSINGIMARI"
4814,Barpeta,Pathsala,PSL/SE/024,H.M. BAGANA HIGH SCHOOL
4815,Tezpur,Gohpur,GAH/EE/001,B.E.E.O.CHAIDUAR
4816,Jorhat,Jorhat,JOR/PWR/003,SE PWD JORHAT  RD.CIRCLE
4817,Barpeta,Barpeta,BRT/SE/064,H.M. KEOTKUCHI H.S.
4818,Tezpur,Sonitpur,SON/SE/134,"HEADMASTER,KHUTAPUTA HIGH SCHOOL"
4819,Mangaldai,Darrang,DAR/SE/049,"H.M., MAROI BIJULIBARI H.S."
4820,Nagaon,Nagaon,NAG/HE/004,H/M  BATAMARI    H   SCHOOL
4821,Marigaon,Marigaon,MRG/HE/008,HEAD MASTER BALIDUNGA H S
4822,Guwahati,Kamrup Metro,KAM/SYW/004,"COMMANDING OFFICER,50 ASSAM  AIR SQN NCC."
4823,Nagaon,Nagaon,NAG/HE/135,"PRINCIPAL, KADAMONI    SENIOR   MADRASSA"
4824,Amingaon,"Kamrup,Amingaon",AKM/SE/261,HM.PANTAN HIGH SCHOOL
4825,Barpeta,Barpeta,BRT/SWD/008,"C.D.P.O. , GOBARDHAN"
4826,Tinsukia,Tinsukia,TSK/SE/014,"HEAD MASTER, MAHAKALI GRANT HIGH SCHOOL, POMONKHOOLI"
4827,North Lakhimpur,Dhakuwakhana,DKK/SE/115,"HEAD MASTER, BORPATHAR GIRLS HIGH SCHOOL"
4828,Tezpur,Gohpur,GAH/SE/012,HEAD MASTER GAHPUR GIRLS HIGH SCHOOL
4829,North Lakhimpur,Dhakuwakhana,DKK/SE/083,H.M. SAPOTIA GIRLS HIGH SCHOOL
4830,Barpeta,Pathsala,PSL/SE/011,H.M. L.B.S.B. VIDYALAYA HIGH SCHOOL
4831,Dibrugarh,Dibrugarh,DIB/SE/039,"HEADMISTRESS, SEPON HATIPATI HIGH SCHOOL"
4832,Silchar,New-Silchar,NSL/SYW/003,"OFFICER COMMANDING 3RD ASSAM BN. N.C.C. , SILCHAR"
4833,Golaghat,Golaghat,GT/SE/040,H.M. KACHAMARI H.S.
4834,Nalbari,Nalbari,NLB/SE/073,"PRINCIPAL GOVT. GORDON H.S.S., NALBARI"
4835,North Lakhimpur,Bihpuria,BIH/SE/122,"SUPDT. TINTHENIGA GIRLS HIGH MADRASSA, P.OTINTHENIGA"
4836,Jorhat,Titabar,TIT/SE/041,"HM BEKAJAN GIRLS H.S. , P.O.-BEKAJAN"
4837,Jorhat,Jorhat,JOR/WPT/001,P.D.I.T.D.P
4838,Bongaigaon,Bongaigaon,BNG/SE/053,"H.M. BINAPANI HIGH SCHOOL,IKRABARI,P.O.-KHAGARPUR"
4839,Diphu,Diphu,DPU/AAT/001,"TREASURY OFFICER, DIPHU"
4840,Nagaon,Nagaon,NAG/HE/027,"PRINCIPAL, CHAPANALLA   H  S  SCHOOL"
4841,Guwahati,Rangia,RAN/SE/020,"H.M MILAN MANDIR HIGH SCHOOL, P.O.-GOPALPUR"
4842,Haflong,Haflong,HFL/ECT/001,"ASSTT.EMPLOYMENT OFFICER, GARAMPANI"
4843,Tinsukia,Tinsukia,TSK/HE/016,H.M. LAKHIPATHAR HIGH SCHOOL
4844,Dhubri,Dhubri,DBR/SE/146,"SUPDT. AIRKATA GIRLS' HIGH MADRASSA, P.O-AIRKATA"
4845,Guwahati,Kamrup Metro,KAM/HE/090,"PRIN. KANYA MAHAVIDYALAYA, GUWAHATI"
4846,Jorhat,Titabar,TIT/SE/007,PRIN. DHOLORSATRA H S SCHOOL
4847,Nagaon,Hojai,HOJ/PRD/003,"BDO, BINNAKANDI"
4848,Guwahati,Rangia,RAN/HE/098,"PRIN./INSPECTOR  PATIDARRANG COLLEGE, LOCH, KAMRUP"
4849,Barpeta,Pathsala,PSL/SE/044,H.M. PATACHARKUCHI GIRLS' HIGH SCHOOL
4850,Bongaigaon,Abhayapuri,ABH/SE/043,"HEAD MUDARRIS, BAREGARH TILAPARA PRE-SR. MADRASSA,PO- AMBARI"
4851,Dhemaji,Dhemaji,DMJ/SE/097,HM JNYANUDOI H.S.P.O- RATANPUR
4852,Marigaon,Marigaon,MRG/LED/003,"EMPLOYMENT OFFICER, MORIGAON"
4853,Silchar,Lakhipur,LKH/SWD/011,"CDPO, BINNAKANDI"
4854,North Lakhimpur,Dhakuwakhana,DKK/SE/110,H.M. DHAKUAKHANA KENDIYA ADARSHA BALIKA.BIDYALAYA
4855,Hailakandi,Hailakandi,HKD/LED/003,"SUPERINTENDENT,ITI, HAILAKANDI"
4856,Dibrugarh,Dibrugarh,DIB/HE/079,H.M. SANTIPARA BENGALI HIGH SCHOOL
4857,Nalbari,Nalbari,NLB/PRD/006,B.D.O. KAMARKUCHI
4858,Guwahati,New-Guwahati,NGT/FC/015,EX. ENG. DESIGN DIVN. F/C. CHANDMARI GHY-3
4859,Silchar,Lakhipur,LKH/SER/004,"SUPERINTENDENT OF SERICULTURE,LAKHIPUR"
4860,Karimganj,Karimganj,KAR/SE/053,"SUPDT. A.K. MEMORIAL SR. MADRASSA, P.O. - CHANDKIRA"
4861,Goalpara,Goalpara,GLP/SE/061,SUPERINTENDENT PUB-KUTHARI HIGH MADRASSA
4862,Mangaldai,Darrang,DAR/SE/044,KACHARIDAL High School
4863,North Lakhimpur,Lakhimpur,LKM/IGR/001,"SUB-REGISTER,LAKHIMPUR"
4864,Silchar,New-Silchar,NSL/SE/061,HM S.C. ROY GIRLS HIGH SCHOOL
4865,Karimganj,Badarpur,BDP/SE/022,"HEAD MASTER, SAMABAY HIGH SCHOOL"
4866,Nalbari,Belsar,BEL/SE/040,H.M. MILAN MADRASSA HIGH  SCHOOL
4867,Guwahati,New-Guwahati,NGT/AE/001,ASSTT.DIRECTOR S.R.C.ADULT EDUCAION
4868,Silchar,New-Silchar,NSL/SWD/005,"C.D.P.O. , NARSINGPUR"
4869,Karimganj,Karimganj,KAR/HS/002,"JT. DIRECTOR HEALTH SERVICES (MALARIA), KARIMGANJ"
4870,Sivasagar,Sivasagar,SVS/SE/056,HM DIKSHU HS
4871,Sivasagar,Sivasagar,SVS/SE/089,HM RUPAHIMUKH JANAJATI HS
4872,Biswanath Chariali,Biswanath Chariali BIS/JUD/003,,"ADHOC SESSION JUDGE, B. CHARIALI"
4873,Dhubri,Dhubri,DBR/SE/112,"H.M AAI BHUBANESWARI GIRLS' HIGH SCHOOL, P.O-SATRASAL"
4874,Jorhat,Jorhat,JOR/SE/013,"HM ANANTA KANDALI VIDYAPITH H.S. , P.O.-GAROKHIDOLE"
4875,Jorhat,Jorhat,JOR/HE/038,H.M BORIGAON PUBLIC H.S.
4876,Tezpur,Rangapara,RGP/SE/003,PRINCIPAL CHARIDUAR HIGHER SECONDARY SCHOOL
4877,Nalbari,Belsar,BEL/SE/009,H.M. BELSOR KENDRIYA HIGH SCHOOL
4878,Tinsukia,Tinsukia,TSK/PRI/001,"SUPERINTENDENT DISTRICT JAIL, TINSUKIA"
4879,Hailakandi,Hailakandi,HKD/SE/043,"HEAD MUDARRIS PAHARGAON PRE- SR. MADRASSA, P.O. -APPIN PT-2"
4880,Marigaon,Marigaon,MRG/SE/050,"HEADMASTER,NIZ TETELIA ANCHALIK HIGH SCHOOL"
4881,Garmur,Garamur,GAR/SE/039,BHOGPUR SATRA SANSKRIT TOL
4882,Bongaigaon,Abhayapuri,ABH/SE/006,H.M. SRIJANGRAM GIRLS HIGH SCHOOL
4883,North Lakhimpur,Bihpuria,BIH/SE/006,FATEHPUR SR. MADRASSA H.S.SHOOL
4884,Nagaon,Nagaon,NAG/HE/056,"PRINCIPAL, JOYNARAYAN    H  S   SCHOOL"
4885,Dhubri,Dhubri,DBR/CA/002,"O/I CULTURAL CENTRE, MADHUPUR"
4886,Mushalpur,Mushalpur,MSL/IGR/003,"SUB-REGISTER, MUSHALPUR"
4887,Guwahati,Kamrup Metro,KAM/TAX/003,"SUOPDT. OF TAX. JALUKBARI(C/P), GUWAHATI"
4888,Mangaldai,Darrang,DAR/SE/069,"SUPDT., SANTIPUKHURI HIGH MADRASSA"
4889,North Lakhimpur,Lakhimpur,LKM/SE/077,HEAD MASTER PACHIM RANGANADI HIGH SCHOOL
4890,Karimganj,Karimganj,KAR/SE/025,H.M. PRATAPGARH PUBLIC HIGH SCHOOL
4891,Guwahati,Kamrup Metro,KAM/HE/087,"PRIN . GOVT. GIRLS HIGH SCHOOL, GHY."
4892,Hatsingimari,Hat Singimari,HAT/SE/036,PRIN. HAZIRHAT H S SCHOOL
4893,Sivasagar,Sivasagar,SVS/SE/003,PRINCIPAL AMGURI H.SS
4894,Sivasagar,Sonari,SNR/LM/001,INSPECTOR OF LEGAL METROLOGY
4895,Dhubri,Dhubri,DBR/SE/111,"H.M CHIRAKHOWA HIGH SCHOOL, P.O-ALOMGANJ"
4896,Guwahati,Rangia,RAN/HE/026,H.M. BORKA SATGAON HIGH SCHOOL
4897,North Lakhimpur,Bihpuria,BIH/SE/043,HEAD MASTER YUBANAGAR HIGH SCHOOL
4898,Karimganj,R. K. Nagar,RKN/PRD/002,B.D.O. DULLAVCHARA
4899,Hailakandi,Hailakandi,HKD/SE/003,"PRIN. LALA RURAL COLLEGE, HAILAKANDI"
4900,Barpeta,Pathsala,PSL/SE/034,H.M. NANDA RAM HIGH SCHOOL
4901,Barpeta,Barpeta,BRT/SE/129,SUPDT.LAGLA SR. MADRASSA
4902,Guwahati,Kamrup Metro,KAM/IMD/004,"MEMBER,FOREIGNERS TRIBUNAL NO-2,KAMRUP(M)"
4903,Tezpur,Gohpur,GAH/SE/023,HEAD MASTER SANTIPUR HIGH SCHOOL
4904,Mangaldai,Darrang,DAR/SE/105,P.A. BAGISWARI CHATUSPATI
4905,Nagaon,Nagaon,NAG/IRR/001,"EX.ENG.NAGAON .DIVN. IRRIGATION, NAGAON"
4906,Silchar,Cachar,CAC/SYW/001,"DIST.SPORTS OFFICER, SILCHAR"
4907,North Lakhimpur,Bihpuria,BIH/SE/083,HEAD MASTER BORKHETMOTIA HIGH SCHOOL
4908,Barpeta,Barpeta,BRT/LRS/005,"CIRCLE OFFICER,BRNAGAR REVENUE CIRCLE"
4909,North Lakhimpur,Lakhimpur,LKM/IPR/001,DISTRICT INFOR& PUBLIC RELN OFFICER.
4910,Nagaon,Nagaon,NAG/SWD/011,"C. D. P. O., RUPAHI"
4911,Dhubri,Dhubri,DBR/HE/011,"PRINCIPAL,DHUBRI GIRLS COLLEGE, DHUBRI"
4912,Tezpur,Sonitpur,SON/SE/073,HM/SECY.F.A.AHMED HIGH SCHOOL
4913,Barpeta,Barpeta,BRT/SE/087,H.M. BAGHMARA CHAR H.S.
4914,North Lakhimpur,Bihpuria,BIH/SE/105,HEAD MASTER RAJIB GANDHI HIGH SCHOOL
4915,Silchar,Lakhipur,LKH/SE/006,"HM MODEL HIGH SCHOOL ,P.O.-SINGERBAND"
4916,Karimganj,Badarpur,BDP/SE/018,"H.M. PUBLIC HIGH SCHOOL,MALUA,P.O-MALUA"
4917,Dhubri,Dhubri,DBR/SE/044,PRINCIPAL JAMADARHAT JANATA HIGHER SECONDARYSCHOOL P.O-JAMADARHAT
4918,Bongaigaon,Bongaigaon,BNG/SE/041,H.M. NANKARGAON HIGH SCHOOL
4919,Marigaon,Marigaon,MRG/HE/076,SUPDT. MOIRABARI SR. MADRASSA.
4920,Dhubri,Dhubri,DBR/SCE/001,"PRIN. BASIC TRAINING CENTRE, GOLOKGANJ"
4921,Goalpara,Goalpara,GLP/IMD/002,"MEMBER, FOREIGNER`STRIBUNAL , GOALPARA 2ND"
4922,Tinsukia,Chapakhuwa,CPK/SE/005,"HEAD MASTER, CHAPAKHOWA TOWN HIGH SCHOOL, POCHAPAKHOWA"
4923,Dhemaji,Dhemaji,DMJ/SE/047,HEAD MASTER ARUNUDOII HIGH SCHOOL
4924,Kokrajarh,Kokrajhar,KKJ/SE/167,"SUPDT AYESHA KHATUN SR. MADRASSA,P.O.-TULSHIBARI"
4925,Amingaon,"Kamrup,Amingaon",AKM/SE/323,H.M DOLAITOLA SHAUKAT ALI HIGH SCHOOL P.O-DOLOITOLA
4926,Marigaon,Marigaon,MRG/CA/001,"O/I ART & CULTURAL CENTRE, JAGIROAD"
4927,Karimganj,R. K. Nagar,RKN/SE/021,"SUPDT. KAZIRBAZAR SR. MADRASA, RATABARI"
4928,Tinsukia,Tinsukia,TSK/LED/004,PRIN. I.T.I. TINSUKIA
4929,Barpeta,Pathsala,PSL/SE/043,H.M. PRAGJYOTI HIGH SCHOOL
4930,Sivasagar,Sonari,SNR/SE/051,H.M. MATHURAPUR GIRLS H.S.
4931,Guwahati,Kamrup Metro,KAM/HE/068,PRIN B. BARUAH COLLAGE
4932,Barpeta,Barpeta,BRT/SE/219,"HEAD MASTER,BATGAON ANCHALIK HIGH SCHOOL"
4933,Tinsukia,Tinsukia,TSK/LED/001,"EMPLOYMENT OFFICER, TINSUKIA"
4934,Tinsukia,Tinsukia,TSK/LED/006,"INSPECTOR OF FACTORIES, TINSUKIA"
4935,Dhubri,Dhubri,DBR/SE/218,"SUPDT. TUMNI K.K. SR. MADRASSA, P.O. - TUMNI"
4936,Tinsukia,Tinsukia,TSK/SE/008,"HEAD MASTER, PHILLOBARI JANAJATI HIGH SCHOOL, PO-PHILLOBARI"
4937,Karimganj,Karimganj,KAR/LM/001,"ASSTT. CONTROLLER OF LEGAL METROLOGY, KARIMGANJ"
4938,Nagaon,Kaliabor,KLB/SE/026,HM PUB THARIA HIGH SCHOOL JAKHALABANDHA
4939,Tezpur,Sonitpur,SON/SE/115,PRINCIPAL TEZPUR BENGALI BOYS H.S. SCHOOL
4940,Goalpara,Goalpara,GLP/SE/046,H.M. PUTHIMARI HIGH SCHOOL
4941,Tezpur,Sonitpur,SON/ECT/002,"ASST. DIRECTOR OF EMPLOYMENT, C.A.Z. SONITPUR"
4942,North Lakhimpur,Dhakuwakhana,DKK/SE/041,H.M. D.K. COLLEGIATE HIGH SCHOOL
4943,Nagaon,Nagaon,NAG/HE/030,"HEAD MASTER, BAGARIGURI   P  N  TAMULI HIGH SCHOOL"
4944,Barpeta,Pathsala,PSL/SE/028,H.M. AKAYA GIRLS' HIGH SCHOOL
